CDMS_MASS,0.9574899,0.98178136,1.048583,1.1093117,1.1761134,1.2611336,1.3340081,1.4372469,1.5465587,1.6983806,1.917004,2.0870445,2.305668,2.645749,2.9979758,3.2894738,3.5748987,3.9939272
CDMS_XSEC,-32.388348,-32.779125,-33.169903,-33.57767,-33.968445,-34.359222,-34.682037,-34.987865,-35.191746,-35.32767,-35.31068,-35.225727,-35.072815,-34.78398,-34.461166,-34.17233,-33.866505,-33.458736
XENON10_MASS,0.8663968,0.8603239,0.92105263,0.9757085,1.0425102,1.1032388,1.2004049,1.3218623,1.4919028,1.6437247,1.8319838,2.111336,3.9635627
XENON10_XSEC,-32.388348,-33.01699,-34.17233,-34.73301,-35.191746,-35.599514,-35.9733,-36.228157,-36.330097,-36.262135,-36.126213,-35.87136,-34.036407
XENON100_MASS,0.78137654,0.7995951,0.84210527,0.8663968,0.9271255,1.0060729,1.1093117,1.2732793,1.4433198,1.6619433,1.9473684,2.208502,2.4271255,2.7732794,2.98583,3.319838,3.9817815
XENON100_XSEC,-32.57524,-33.186893,-33.968445,-34.546116,-35.2767,-35.9733,-36.652912,-37.349514,-37.82524,-38.063107,-37.995144,-37.808254,-37.62136,-37.315533,-37.09466,-36.805824,-36.126213
PICASSO_MASS,0.659919,0.7692308,0.8785425,1.0182186,1.1882591,1.4068826,1.6072874,1.8502024,2.0566802,2.2813766,2.6821861
PICASSO_XSEC,-36.703884,-37.04369,-37.247574,-37.400486,-37.485435,-37.485435,-37.417477,-37.247574,-37.09466,-36.890778,-36.51699
SIMPLE_MASS,0.6963563,0.7995951,0.8967611,1.0060729,1.1336032,1.2732793,1.48583,1.6680162,1.8441296,2.0991902,2.5546558,3.2894738
SIMPLE_XSEC,-35.90534,-36.737865,-37.264565,-37.68932,-37.961166,-38.13107,-38.23301,-38.23301,-38.14806,-37.978157,-37.62136,-36.92476
COUPP_MASS,0.6720648,0.72672063,0.79352224,0.8663968,0.951417,1.0850202,1.2307693,1.4251012,1.680162,1.9412955,2.1963563,2.4210527,2.7186234,3.9878542
COUPP_XSEC,-35.089806,-35.8034,-36.36408,-36.873787,-37.298542,-37.774273,-38.14806,-38.36893,-38.470875,-38.38592,-38.23301,-38.046116,-37.757282,-36.51699
ICECUBEbb_MASS,1.5404859,1.6923077,2.4149797,2.9676113,3.47166,3.659919
ICECUBEbb_XSEC,-36.584953,-37.400486,-38.25,-38.029125,-37.536407,-37.17961
ICECUBEWW_MASS,1.3036437,1.6983806,1.9838057,2.3906882,2.6821861,2.98583,3.6963563
ICECUBEWW_XSEC,-37.910194,-39.59223,-39.558254,-39.86408,-39.813107,-39.35437,-37.808254
